provider,game_name,Game Tag,Game Sub Type,sub_category,casinoGameId,game_id,description,logo_round,logo_square,banner
Supernowa,32 Cards,LIVE,Live Table,32 Cards,C32,1,Deactive,,,
Supernowa,Akbar Romeo Walter,LIVE,Live Table,Live Dealer,ARW,2,Deactive,,,
Supernowa,Andar Bahar classic,LIVE,Live Table,Andar Bahar,ABC,3,-,,,
Supernowa,Baccarat,LIVE,Live Table,Baccarat,BAC,4,Deactive,,,
Supernowa,Andar Bahar,LIVE,Live Table,Andar Bahar,AB,5,Deactive,,,
Supernowa,Dragon Tiger,LIVE,Live Table,Dragon Tiger,DT7M,6,-,,,
Supernowa,Goa's Andar Bahar,LIVE,Live Table,Andar Bahar,AB2,7,-,,,
Supernowa,Lucky 7,LIVE,Live Table,Lucky 7,UD7,8,Deactive,,,
Supernowa,Teen Patti,LIVE,Live Table,Teen Patti,TP,9,Deactive,,,
Supernowa,Teen Patti 2020,LIVE,Live Table,Teen Patti,TP20,10,Deactive,,,
Supernowa,Teen Patti Face Off,LIVE,Live Table,Teen Patti,TPFO,11,-,,,
Supernowa,Muflis Teenpatti,LIVE,Live Table,Teen Patti,MTP7M,12,-,,,
Supernowa,RNG 3 Player Teen Patti,RNG,Virtual,Teen Patti,V3TP,13,-,,,
Supernowa,RNG 32 Cards,RNG,Virtual,32 Cards,VC32,14,-,,,
Supernowa,RNG Akbar Romeo Walter,RNG,Virtual,Slots,VARW,15,-,,,
Supernowa,RNG Baccarat,RNG,Virtual,Baccarat,VBAC,16,-,,,
Supernowa,RNG Casino Queen,RNG,Virtual,Slots,RCQ,17,-,,,
Supernowa,RNG Casino Queen 2020,RNG,Virtual,Slots,RCQ20,18,-,,,
Supernowa,RNG Dragon Tiger,RNG,Virtual,Dragon Tiger,VDT,19,-,,,
Supernowa,RNG Dragon Tiger 2020,RNG,Virtual,Dragon Tiger,VDT20,20,-,,,
Supernowa,RNG Joker,RNG,Virtual,Slots,VJKR,21,-,,,
Supernowa,RNG King Race,RNG,Virtual,Slots,VCR,22,-,,,
Supernowa,RNG Lucky 7,RNG,Virtual,Lucky 7,VUD7,23,-,,,
Supernowa,RNG Teen Patti,RNG,Virtual,Teen Patti,VTP,24,-,,,
Supernowa,RNG Teen Patti 2020,RNG,Virtual,Teen Patti,VTP20,25,-,,,
Supernowa,RNG Worli Matka,RNG,Virtual,Matka,VWM,26,-,,,
Ezugi,Gold Blackjack 5,LIVE,Live Table,Blackjack,1,27,-,,,
Ezugi,Gold Blackjack 4,LIVE,Live Table,Blackjack,4,28,Deactive,,,
Ezugi,Platinum Blackjack 1,LIVE,Live Table,Blackjack,5,29,Deactive,,,
Ezugi,Blackjack 1,LIVE,Live Table,Blackjack,201,30,Deactive,,,
Ezugi,Gold Blackjack 3,LIVE,Live Table,Blackjack,203,31,-,,,
Ezugi,Gold Blackjack 1,LIVE,Live Table,Blackjack,204,32,-,,,
Ezugi,Gold Blackjack 6,LIVE,Live Table,Blackjack,223,33,Deactive,,,
Ezugi,VIP Surrender Blackjack,LIVE,Live Table,Blackjack,224,34,-,,,
Ezugi,VIP Diamond Blackjack,LIVE,Live Table,Blackjack,225,35,-,,,
Ezugi,Rumba Blackjack 1,LIVE,Live Table,Blackjack,411,36,-,,,
Ezugi,Rumba Blackjack 2,LIVE,Live Table,Blackjack,412,37,-,,,
Ezugi,Rumba Blackjack 3,LIVE,Live Table,Blackjack,413,38,-,,,
Ezugi,Rumba Blackjack 4,LIVE,Live Table,Blackjack,414,39,-,,,
Ezugi,Turkish Blackjack 1,LIVE,Live Table,Blackjack,421,40,Deactive,,,
Ezugi,Turkish Blackjack 2,LIVE,Live Table,Blackjack,422,41,Deactive,,,
Ezugi,Russian Blackjack 1,LIVE,Live Table,Blackjack,425,42,Deactive,,,
Ezugi,Russian Blackjack 2,LIVE,Live Table,Blackjack,426,43,Deactive,,,
Ezugi,Blackjack da Sorte,LIVE,Live Table,Blackjack,260,44,-,,,
Ezugi,Blackjack A,LIVE,Live Table,Blackjack,270,45,Deactive,,,
Ezugi,Blackjack B,LIVE,Live Table,Blackjack,272,46,Deactive,,,
Ezugi,Blackjack C,LIVE,Live Table,Blackjack,273,47,Deactive,,,
Ezugi,Blackjack D,LIVE,Live Table,Blackjack,274,48,Deactive,,,
Ezugi,Blackjack E,LIVE,Live Table,Blackjack,275,49,Deactive,,,
Ezugi,Unlimited Blackjack,LIVE,Live Table,Blackjack,51,50,-,,,
Ezugi,Turkish Unlimited Blackjack,LIVE,Live Table,Blackjack,5051,51,Deactive,,,
Ezugi,Spanish Unlimited Blackjack,LIVE,Live Table,Blackjack,4151,52,-,,,
Ezugi,Salon Privé Blackjack,LIVE,Live Table,Blackjack,227,53,-,,,
Ezugi,Italian Roulette,LIVE,Live Table,Roulette,1000,54,-,,,
Ezugi,Canada Blackjack,LIVE,Live Table,Blackjack,229,55,-,,,
Ezugi,Speed Roulette,LIVE,Live Table,Roulette,221000,56,-,,,
Ezugi,Diamond Roulette,LIVE,Live Table,Roulette,221003,57,-,,,
Ezugi,Namaste Roulette,LIVE,Live Table,Roulette,221005,58,-,,,
Ezugi,Spanish Roulette,LIVE,Live Table,Roulette,411000,59,-,,,
Ezugi,Turkish Roulette,LIVE,Live Table,Roulette,501000,60,-,,,
Ezugi,Russian Roulette,LIVE,Live Table,Roulette,601000,61,-,,,
Ezugi,Roleta da sorte,LIVE,Live Table,Roulette,241000,62,-,,,
Ezugi,Skyline Roulette,LIVE,Live Table,Roulette,221008,63,-,,,
Ezugi,Ruleta A,LIVE,Live Table,Roulette,271000,64,Deactive,,,
Ezugi,Auto Roulette,LIVE,Live Table,Roulette,5001,65,-,,,
Ezugi,Speed Auto Roulette,LIVE,Live Table,Roulette,221002,66,-,,,
Ezugi,Prestige Auto Roulette,LIVE,Live Table,Roulette,221004,67,-,,,
Ezugi,Portomaso Roulette 2,LIVE,Live Table,Roulette,611000,68,-,,,
Ezugi,Oracle Real Roulette,LIVE,Live Table,Roulette,611001,69,-,,,
Ezugi,Oracle 360 Roulette,LIVE,Live Table,Roulette,611003,70,-,,,
Ezugi,Casino Marina Roulette 1,LIVE,Live Table,Roulette,321000,71,-,,,
Ezugi,Casino Marina Roulette 2,LIVE,Live Table,Roulette,321001,72,-,,,
Ezugi,VIP Roulette,LIVE,Live Table,Roulette,611007,73,-,,,
Ezugi,Ruleta del Sol,LIVE,Live Table,Roulette,431000,74,-,,,
Ezugi,EZ Dealer Roulette Thai,LIVE,Live Table,Roulette,481001,75,-,,,
Ezugi,EZ Dealer Roulette,LIVE,Live Table,Roulette,481000,76,-,,,
Ezugi,EZ Dealer Roulette Japanese,LIVE,Live Table,Roulette,481002,77,-,,,
Ezugi,EZ Dealer Roulette Mandarin,LIVE,Live Table,Roulette,481003,78,-,,,
Ezugi,EZ Dealer Roulette Brazil,LIVE,Live Table,Roulette,481004,79,-,,,
Ezugi,Ultimate Roulette,LIVE,Live Table,Roulette,541000,80,-,,,
Ezugi,Casino Hold'em,LIVE,Live Table,Holdem,507000,81,-,,,
Ezugi,Teen Patti 3 Card,LIVE,Live Table,Teen Patti,227100,82,-,,,
Ezugi,Bet on Teen Patti,LIVE,Live Table,Teen Patti,227101,83,-,,,
Ezugi,One Day Teen Patti,LIVE,Live Table,Teen Patti,227103,84,Deactive,,,
Ezugi,Russian Poker,LIVE,Live Table,Poker,537000,85,Deactive,,,
Ezugi,Andar Bahar,LIVE,Live Table,Andar Bahar,228000,86,-,,,
Ezugi,Casino Marina Andar Bahar,LIVE,Live Table,Andar Bahar,328000,87,-,,,
Ezugi,Ultimate Andar Bahar,LIVE,Live Table,Andar Bahar,228100,88,-,,,
Ezugi,Lucky 7,LIVE,Live Table,Lucky 7,228001,89,-,,,
Ezugi,32 Cards,LIVE,Live Table,32 Cards,228002,90,Deactive,,,
Ezugi,Baccarat A,LIVE,Live Table,Baccarat,100,91,-,,,
Ezugi,Speed Cricket Baccarat,LIVE,Live Table,Baccarat,101,92,Deactive,,,
Ezugi,Baccarat B,LIVE,Live Table,Baccarat,102,93,-,,,
Ezugi,Baccarat C,LIVE,Live Table,Baccarat,106,94,-,,,
Ezugi,Baccarat D,LIVE,Live Table,Baccarat,105,95,-,,,
Ezugi,Baccarat E,LIVE,Live Table,Baccarat,108,96,-,,,
Ezugi,Over Under Baccarat,LIVE,Live Table,Baccarat,109,97,-,,,
Ezugi,Casino Marina Baccarat A,LIVE,Live Table,Baccarat,32100,98,-,,,
Ezugi,Casino Marina Baccarat B,LIVE,Live Table,Baccarat,32101,99,-,,,
Ezugi,Casino Marina Baccarat C,LIVE,Live Table,Baccarat,32102,100,-,,,
Ezugi,Casino Marina Baccarat D,LIVE,Live Table,Baccarat,32103,101,-,,,
Ezugi,Knockout Baccarat,LIVE,Live Table,Baccarat,120,102,-,,,
Ezugi,Super 6 Baccarat,LIVE,Live Table,Baccarat,130,103,-,,,
Ezugi,No Commission Baccarat A,LIVE,Live Table,Baccarat,172,104,-,,,
Ezugi,No Commission Baccarat B,LIVE,Live Table,Baccarat,173,105,-,,,
Ezugi,No Commission Baccarat C,LIVE,Live Table,Baccarat,174,106,Deactive,,,
Ezugi,No Commission Baccarat D,LIVE,Live Table,Baccarat,175,107,Deactive,,,
Ezugi,No Commission Baccarat E,LIVE,Live Table,Baccarat,170,108,Deactive,,,
Ezugi,VIP No Commission Speed Cricket Baccarat,LIVE,Live Table,Baccarat,171,109,Deactive,,,
Ezugi,Sic Bo,LIVE,Live Table,Slots,224000,110,-,,,
Ezugi,Ultimate Sic Bo,LIVE,Live Table,Sic Bo,224100,111,-,,,
Ezugi,Dragon Tiger,LIVE,Live Table,Dragon Tiger,150,112,-,,,
Ezugi,Dragon Tiger da Sorte,LIVE,Live Table,Dragon Tiger,24150,113,-,,,
Ezugi,Cricket War,LIVE,Live Table,Live,45100,114,-,,,
Ezugi,Cricket Auto Roulette,LIVE,Live Table,Roulette,221007,115,-,,,
Ezugi,Football Auto Roulette,LIVE,Live Table,Roulette,221009,116,-,,,
Ezugi,No Commission Over Under Baccarat,LIVE,Live Table,Baccarat,176,117,-,,,
Ezugi,EZ Baccarat,LIVE,Live Table,Baccarat,180,118,-,,,
Evolution,2 Hand Casino Hold'em,LIVE,Live Table,Holdem,1000073,119,-,,,
Evolution,American Roulette,LIVE,Live Table,Slots,1000011,120,-,,,
Evolution,Arabic Roulette,LIVE,Live Table,Roulette,1000078,121,-,,,
Evolution,Auto-Roulette,LIVE,Live Table,Roulette,1000123,122,-,,,
Evolution,Auto-Roulette La Partage,LIVE,Live Table,Roulette,1000153,123,Deactive,,,
Evolution,Auto-Roulette VIP,LIVE,Live Table,Roulette,1000126,124,-,,,
Evolution,Bac Bo,LIVE,Live Table,Bac Bo,1000360,125,-,,,
Evolution,Baccarat A,LIVE,Live Table,Baccarat,1000012,126,-,,,
Evolution,Baccarat B,LIVE,Live Table,Baccarat,1000013,127,-,,,
Evolution,Baccarat C,LIVE,Live Table,Baccarat,1000014,128,-,,,
Evolution,EVO_Ice_Fishing,LIVE,Live Table,Holdem,1000734,129,Release (11-08-2025),,,
Evolution,Baccarat Control Squeeze,LIVE,Live Table,Baccarat,1000015,130,-,,,
Evolution,Baccarat Squeeze,LIVE,Live Table,Baccarat,1000016,131,-,,,
Evolution,Crazy Balls,LIVE,Live Table,Crazy_Balls,1000642,132,-,,,
Evolution,Blackjack A,LIVE,Live Table,Blackjack,1000030,133,-,,,
Evolution,Blackjack B,LIVE,Live Table,Blackjack,1000031,134,-,,,
Evolution,Blackjack C,LIVE,Live Table,Blackjack,1000032,135,-,,,
Evolution,Blackjack Classic 17,LIVE,Live Table,Blackjack,1000173,136,-,,,
Evolution,Blackjack Classic 18,LIVE,Live Table,Blackjack,1000174,137,-,,,
Evolution,Blackjack Classic 20,LIVE,Live Table,Blackjack,1000176,138,-,,,
Evolution,Blackjack Classic 24,LIVE,Live Table,Blackjack,1000225,139,-,,,
Evolution,Blackjack Classic 25,LIVE,Live Table,Blackjack,1000178,140,-,,,
Evolution,Blackjack Classic 26,LIVE,Live Table,Blackjack,1000179,141,-,,,
Evolution,Blackjack Classic 29,LIVE,Live Table,Blackjack,1000182,142,-,,,
Evolution,Blackjack Classic 30,LIVE,Live Table,Blackjack,1000183,143,-,,,
Evolution,Blackjack Classic 35,LIVE,Live Table,Blackjack,1000188,144,-,,,
Evolution,Blackjack Classic 43,LIVE,Live Table,Blackjack,1000196,145,-,,,
Evolution,Blackjack Classic 44,LIVE,Live Table,Blackjack,1000197,146,-,,,
Evolution,Blackjack Classic 45,LIVE,Live Table,Blackjack,1000198,147,-,,,
Evolution,Blackjack Classic 46,LIVE,Live Table,Blackjack,1000199,148,-,,,
Evolution,Blackjack Classic 47,LIVE,Live Table,Blackjack,1000200,149,-,,,
Evolution,Blackjack Classic 48,LIVE,Live Table,Blackjack,1000201,150,-,,,
Evolution,Blackjack Classic 49,LIVE,Live Table,Blackjack,1000202,151,-,,,
Evolution,Blackjack Classic 50,LIVE,Live Table,Blackjack,1000203,152,-,,,
Evolution,Blackjack Classic 51,LIVE,Live Table,Blackjack,1000204,153,-,,,
Evolution,Blackjack Classic 52,LIVE,Live Table,Blackjack,1000205,154,-,,,
Evolution,Blackjack Classic 53,LIVE,Live Table,Blackjack,1000206,155,-,,,
Evolution,Blackjack Classic 54,LIVE,Live Table,Blackjack,1000207,156,-,,,
Evolution,Blackjack Classic 55,LIVE,Live Table,Blackjack,1000208,157,-,,,
Evolution,Blackjack Classic 56,LIVE,Live Table,Blackjack,1000209,158,-,,,
Evolution,Blackjack Classic 57,LIVE,Live Table,Blackjack,1000210,159,-,,,
Evolution,Blackjack Classic 58,LIVE,Live Table,Blackjack,1000211,160,-,,,
Evolution,Blackjack Classic 59,LIVE,Live Table,Blackjack,1000212,161,-,,,
Evolution,Blackjack Classic 60,LIVE,Live Table,Blackjack,1000213,162,-,,,
Evolution,Blackjack Classic 61,LIVE,Live Table,Blackjack,1000214,163,-,,,
Evolution,Blackjack Classic 62,LIVE,Live Table,Blackjack,1000215,164,-,,,
Evolution,Blackjack Classic 63,LIVE,Live Table,Blackjack,1000216,165,-,,,
Evolution,Blackjack Classic 64,LIVE,Live Table,Blackjack,1000217,166,-,,,
Evolution,Blackjack Classic 65,LIVE,Live Table,Blackjack,1000218,167,-,,,
Evolution,Blackjack Classic 66,LIVE,Live Table,Blackjack,1000219,168,-,,,
Evolution,Blackjack Classic 67,LIVE,Live Table,Blackjack,1000220,169,-,,,
Evolution,Blackjack Classic 68,LIVE,Live Table,Blackjack,1000221,170,-,,,
Evolution,Blackjack Classic 69,LIVE,Live Table,Blackjack,1000222,171,-,,,
Evolution,Blackjack Classic 7,LIVE,Live Table,Blackjack,1000167,172,-,,,
Evolution,Blackjack Classic 70,LIVE,Live Table,Blackjack,1000245,173,-,,,
Evolution,Blackjack Classic 71,LIVE,Live Table,Blackjack,1000246,174,-,,,
Evolution,Blackjack Classic 72,LIVE,Live Table,Blackjack,1000247,175,-,,,
Evolution,Blackjack Classic 8,LIVE,Live Table,Blackjack,1000224,176,-,,,
Evolution,Blackjack Classic 9,LIVE,Live Table,Blackjack,1000168,177,-,,,
Evolution,Blackjack Diamond VIP,LIVE,Live Table,Blackjack,1000150,178,-,,,
Evolution,Blackjack Party,LIVE,Live Table,Blackjack,1000040,179,-,,,
Evolution,Blackjack Silver A,LIVE,Live Table,Blackjack,1000041,180,-,,,
Evolution,Blackjack Silver B,LIVE,Live Table,Blackjack,1000042,181,-,,,
Evolution,Blackjack Silver C,LIVE,Live Table,Blackjack,1000043,182,-,,,
Evolution,Blackjack Silver D,LIVE,Live Table,Blackjack,1000044,183,-,,,
Evolution,Blackjack Silver E,LIVE,Live Table,Blackjack,1000045,184,-,,,
Evolution,Blackjack Silver F,LIVE,Live Table,Blackjack,1000046,185,-,,,
Evolution,Blackjack Silver G,LIVE,Live Table,Blackjack,1000047,186,-,,,
Evolution,Blackjack VIP 1,LIVE,Live Table,Blackjack,1000278,187,-,,,
Evolution,Blackjack VIP 10,LIVE,Live Table,Blackjack,1000287,188,-,,,
Evolution,Blackjack VIP 11,LIVE,Live Table,Blackjack,1000288,189,-,,,
Evolution,Blackjack VIP 12,LIVE,Live Table,Blackjack,1000289,190,-,,,
Evolution,Blackjack VIP 13,LIVE,Live Table,Blackjack,1000290,191,-,,,
Evolution,Blackjack VIP 14,LIVE,Live Table,Blackjack,1000291,192,-,,,
Evolution,Blackjack VIP 15,LIVE,Live Table,Blackjack,1000292,193,-,,,
Evolution,Blackjack VIP 16,LIVE,Live Table,Blackjack,1000293,194,-,,,
Evolution,Blackjack VIP 17,LIVE,Live Table,Blackjack,1000364,195,-,,,
Evolution,Blackjack VIP 18,LIVE,Live Table,Blackjack,1000365,196,-,,,
Evolution,Blackjack VIP 19,LIVE,Live Table,Blackjack,1000366,197,-,,,
Evolution,Blackjack VIP 2,LIVE,Live Table,Blackjack,1000279,198,-,,,
Evolution,Blackjack VIP 3,LIVE,Live Table,Blackjack,1000280,199,-,,,
Evolution,Blackjack VIP 4,LIVE,Live Table,Blackjack,1000281,200,-,,,
Evolution,Blackjack VIP 5,LIVE,Live Table,Blackjack,1000282,201,-,,,
Evolution,Blackjack VIP 6,LIVE,Live Table,Blackjack,1000283,202,-,,,
Evolution,Blackjack VIP 7,LIVE,Live Table,Blackjack,1000284,203,-,,,
Evolution,Blackjack VIP 8,LIVE,Live Table,Blackjack,1000285,204,-,,,
Evolution,Blackjack VIP 9,LIVE,Live Table,Blackjack,1000286,205,-,,,
Evolution,Blackjack VIP A,LIVE,Live Table,Blackjack,1000048,206,-,,,
Evolution,Blackjack VIP Alpha,LIVE,Live Table,Blackjack,1000162,207,-,,,
Evolution,Blackjack VIP B,LIVE,Live Table,Blackjack,1000049,208,-,,,
Evolution,Blackjack VIP Beta,LIVE,Live Table,Blackjack,1000163,209,-,,,
Evolution,Blackjack VIP C,LIVE,Live Table,Blackjack,1000050,210,-,,,
Evolution,Blackjack VIP D,LIVE,Live Table,Blackjack,1000051,211,-,,,
Evolution,Blackjack VIP E,LIVE,Live Table,Blackjack,1000052,212,-,,,
Evolution,Blackjack VIP G,LIVE,Live Table,Blackjack,1000053,213,-,,,
Evolution,Blackjack VIP Gamma,LIVE,Live Table,Blackjack,1000164,214,-,,,
Evolution,Blackjack VIP H,LIVE,Live Table,Blackjack,1000054,215,-,,,
Evolution,Blackjack VIP I,LIVE,Live Table,Blackjack,1000055,216,-,,,
Evolution,Blackjack VIP L,LIVE,Live Table,Blackjack,1000056,217,-,,,
Evolution,Blackjack VIP M,LIVE,Live Table,Blackjack,1000057,218,-,,,
Evolution,Blackjack VIP O,LIVE,Live Table,Blackjack,1000058,219,-,,,
Evolution,Blackjack VIP P,LIVE,Live Table,Blackjack,1000059,220,-,,,
Evolution,Blackjack VIP Q,LIVE,Live Table,Blackjack,1000155,221,-,,,
Evolution,Blackjack VIP R,LIVE,Live Table,Blackjack,1000060,222,-,,,
Evolution,Blackjack VIP S,LIVE,Live Table,Blackjack,1000061,223,-,,,
Evolution,Blackjack VIP T,LIVE,Live Table,Blackjack,1000062,224,-,,,
Evolution,Blackjack VIP X,LIVE,Live Table,Blackjack,1000035,225,-,,,
Evolution,Bucharest Auto-Roulette,LIVE,Live Table,Roulette,1000080,226,-,,,
Evolution,Bucharest Roulette,LIVE,Live Table,Roulette,1000081,227,-,,,
Evolution,Caribbean Stud Poker,LIVE,Live Table,Poker,1000071,228,-,,,
Evolution,Cash or Crash,LIVE,Live Table,Live,1000352,229,-,,,
Evolution,Casino Hold'em,LIVE,Live Table,Holdem,1000075,230,-,,,
Evolution,Casino Malta Roulette,LIVE,Live Table,Roulette,1000114,231,-,,,
Evolution,Classic Speed Blackjack 1,LIVE,Live Table,Blackjack,1000226,232,-,,,
Evolution,Classic Speed Blackjack 10,LIVE,Live Table,Blackjack,1000235,233,-,,,
Evolution,Classic Speed Blackjack 11,LIVE,Live Table,Blackjack,1000236,234,-,,,
Evolution,Classic Speed Blackjack 12,LIVE,Live Table,Blackjack,1000237,235,-,,,
Evolution,Classic Speed Blackjack 13,LIVE,Live Table,Blackjack,1000238,236,-,,,
Evolution,Classic Speed Blackjack 14,LIVE,Live Table,Blackjack,1000239,237,-,,,
Evolution,Classic Speed Blackjack 15,LIVE,Live Table,Blackjack,1000240,238,-,,,
Evolution,Classic Speed Blackjack 16,LIVE,Live Table,Blackjack,1000241,239,-,,,
Evolution,Classic Speed Blackjack 17,LIVE,Live Table,Blackjack,1000242,240,-,,,
Evolution,Classic Speed Blackjack 18,LIVE,Live Table,Blackjack,1000243,241,-,,,
Evolution,Classic Speed Blackjack 19,LIVE,Live Table,Blackjack,1000244,242,-,,,
Evolution,Classic Speed Blackjack 2,LIVE,Live Table,Blackjack,1000227,243,-,,,
Evolution,Classic Speed Blackjack 20,LIVE,Live Table,Blackjack,1000297,244,-,,,
Evolution,Classic Speed Blackjack 21,LIVE,Live Table,Blackjack,1000298,245,-,,,
Evolution,Classic Speed Blackjack 22,LIVE,Live Table,Blackjack,1000299,246,-,,,
Evolution,Classic Speed Blackjack 23,LIVE,Live Table,Blackjack,1000300,247,-,,,
Evolution,Classic Speed Blackjack 24,LIVE,Live Table,Blackjack,1000301,248,-,,,
Evolution,Classic Speed Blackjack 25,LIVE,Live Table,Blackjack,1000302,249,-,,,
Evolution,Classic Speed Blackjack 26,LIVE,Live Table,Blackjack,1000303,250,-,,,
Evolution,Classic Speed Blackjack 27,LIVE,Live Table,Blackjack,1000304,251,-,,,
Evolution,Classic Speed Blackjack 28,LIVE,Live Table,Blackjack,1000305,252,-,,,
Evolution,Classic Speed Blackjack 29,LIVE,Live Table,Blackjack,1000306,253,-,,,
Evolution,Classic Speed Blackjack 3,LIVE,Live Table,Blackjack,1000228,254,-,,,
Evolution,Classic Speed Blackjack 30,LIVE,Live Table,Blackjack,1000307,255,-,,,
Evolution,Classic Speed Blackjack 31,LIVE,Live Table,Blackjack,1000308,256,-,,,
Evolution,Classic Speed Blackjack 32,LIVE,Live Table,Blackjack,1000309,257,-,,,
Evolution,Classic Speed Blackjack 33,LIVE,Live Table,Blackjack,1000310,258,-,,,
Evolution,Classic Speed Blackjack 34,LIVE,Live Table,Blackjack,1000311,259,-,,,
Evolution,Classic Speed Blackjack 35,LIVE,Live Table,Blackjack,1000266,260,-,,,
Evolution,Classic Speed Blackjack 36,LIVE,Live Table,Blackjack,1000267,261,-,,,
Evolution,Classic Speed Blackjack 37,LIVE,Live Table,Blackjack,1000268,262,-,,,
Evolution,Classic Speed Blackjack 38,LIVE,Live Table,Blackjack,1000319,263,-,,,
Evolution,Classic Speed Blackjack 39,LIVE,Live Table,Blackjack,1000320,264,-,,,
Evolution,Classic Speed Blackjack 4,LIVE,Live Table,Blackjack,1000229,265,-,,,
Evolution,Classic Speed Blackjack 40,LIVE,Live Table,Blackjack,1000321,266,-,,,
Evolution,Classic Speed Blackjack 41,LIVE,Live Table,Blackjack,1000322,267,-,,,
Evolution,Classic Speed Blackjack 42,LIVE,Live Table,Blackjack,1000323,268,-,,,
Evolution,Classic Speed Blackjack 43,LIVE,Live Table,Blackjack,1000324,269,-,,,
Evolution,Classic Speed Blackjack 44,LIVE,Live Table,Blackjack,1000325,270,-,,,
Evolution,Classic Speed Blackjack 45,LIVE,Live Table,Blackjack,1000326,271,-,,,
Evolution,Classic Speed Blackjack 46,LIVE,Live Table,Blackjack,1000327,272,-,,,
Evolution,Classic Speed Blackjack 47,LIVE,Live Table,Blackjack,1000328,273,-,,,
Evolution,Classic Speed Blackjack 48,LIVE,Live Table,Blackjack,1000329,274,-,,,
Evolution,Classic Speed Blackjack 49,LIVE,Live Table,Blackjack,1000330,275,-,,,
Evolution,Classic Speed Blackjack 5,LIVE,Live Table,Blackjack,1000230,276,-,,,
Evolution,Classic Speed Blackjack 50,LIVE,Live Table,Blackjack,1000331,277,-,,,
Evolution,Classic Speed Blackjack 6,LIVE,Live Table,Blackjack,1000231,278,-,,,
Evolution,Classic Speed Blackjack 7,LIVE,Live Table,Blackjack,1000232,279,-,,,
Evolution,Classic Speed Blackjack 8,LIVE,Live Table,Blackjack,1000233,280,-,,,
Evolution,Classic Speed Blackjack 9,LIVE,Live Table,Blackjack,1000234,281,-,,,
Evolution,Craps,LIVE,Live Table,Live Dealer,1000248,282,-,,,
Evolution,Crazy Time,LIVE,Live Table,Live Dealer,1000148,283,-,,,
Evolution,Dansk Roulette,LIVE,Live Table,Roulette,1000082,284,-,,,
Evolution,Deutsches Roulette,LIVE,Live Table,Roulette,1000083,285,-,,,
Evolution,Double Ball Roulette,LIVE,Live Table,Roulette,1000084,286,-,,,
Evolution,Dragon Tiger,LIVE,Live Table,Dragon Tiger,1000074,287,-,,,
Evolution,Dragonara Roulette,LIVE,Live Table,Roulette,1000381,288,Deactive,,,
Evolution,Dream Catcher,LIVE,Live Table,Live Dealer,1000077,289,-,,,
Evolution,First Person American Roulette,LIVE,Live Table,Roulette,1000312,290,-,,,
Evolution,First Person Baccarat,LIVE,Live Table,Baccarat,1000145,291,-,,,
Evolution,First Person Blackjack,LIVE,Live Table,Blackjack,1000119,292,-,,,
Evolution,First Person Craps,LIVE,Live Table,Live Dealer,1000249,293,-,,,
Evolution,First Person Dragon Tiger,LIVE,Live Table,Dragon Tiger,1000143,294,-,,,
Evolution,First Person Dream Catcher,LIVE,Live Table,Live Dealer,1000121,295,-,,,
Evolution,First Person Golden Wealth Baccarat,LIVE,Live Table,Baccarat,1000356,296,-,,,
Evolution,First Person Lightning Baccarat,LIVE,Live Table,Baccarat,1000357,297,-,,,
Evolution,First Person Lightning Blackjack,LIVE,Live Table,Blackjack,1000359,298,-,,,
Evolution,First Person Lightning Roulette,LIVE,Live Table,Roulette,1000120,299,-,,,
Evolution,First Person Mega Ball,LIVE,Live Table,Live Dealer,1000142,300,-,,,
Evolution,First Person Roulette,LIVE,Live Table,Roulette,1000118,301,-,,,
Evolution,First Person Top Card,LIVE,Live Table,Live Dealer,1000144,302,-,,,
Evolution,Flemish Partage,LIVE,Live Table,Roulette,1000086,303,Deactive,,,
Evolution,Flemish Roulette,LIVE,Live Table,Roulette,1000087,304,-,,,
Evolution,Football studio,LIVE,Live Table,Live,1000112,305,-,,,
Evolution,Free Bet Blackjack,LIVE,Live Table,Blackjack,1000066,306,-,,,
Evolution,French Roulette Gold,LIVE,Live Table,Roulette,1000125,307,-,,,
Evolution,Golden Wealth Baccarat,LIVE,Live Table,Baccarat,1000355,308,-,,,
Evolution,Gonzo's Treasure Hunt,LIVE,Live Table,Live Dealer,1100022,309,Deactive,,,
Evolution,Grand Casino Roulette,LIVE,Live Table,Roulette,1000088,310,-,,,
Evolution,Hindi Speed Baccarat,LIVE,Live Table,Baccarat,1000417,311,-,,,
Evolution,Hippodrome Grand Casino,LIVE,Live Table,Roulette,1000089,312,-,,,
Evolution,Immersive Roulette,LIVE,Live Table,Roulette,1000122,313,-,,,
Evolution,Infinite Blackjack,LIVE,Live Table,Blackjack,1000067,314,-,,,
Evolution,Instant Roulette,LIVE,Live Table,Roulette,1000146,315,-,,,
Evolution,Japanese Roulette,LIVE,Live Table,Roulette,1000161,316,-,,,
Evolution,La Partage Francophone,LIVE,Live Table,Roulette,1000091,317,-,,,
Evolution,Lightning Baccarat,LIVE,Live Table,Baccarat,1000149,318,-,,,
Evolution,Lightning Blackjack,LIVE,Live Table,Live Dealer,1000358,319,-,,,
Evolution,Lightning Dice,LIVE,Live Table,Live Dealer,1000076,320,-,,,
Evolution,Lightning Roulette,LIVE,Live Table,Roulette,1000092,321,-,,,
Evolution,Mega Ball,LIVE,Live Table,Live Dealer,1000141,322,-,,,
